"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL","ENTREZID","plot_label"
"ENSG00000225885",42.2791959990687,0.760666182261283,0.734607401178723,0.000101656722513826,0.0648526631458414,NA,NA,"ENSG00000225885"
"ENSG00000260302",8.21541882740122,1.07079417892623,1.133349803473,9.7821704911387e-05,0.0648526631458414,NA,NA,"ENSG00000260302"
"ENSG00000170801",217.292181503854,0.990938606744745,1.02140669529102,0.000105705256755105,0.0660305503863553,"HTRA3","94031","HTRA3"
"ENSG00000117586",68.5386597077731,0.636115059683539,0.739604012137604,0.000158551636457804,0.0950802453510161,"TNFSF4","7292","TNFSF4"
"ENSG00000164692",56749.8949816817,0.748327192427974,0.872613314967445,0.000156539946533993,0.0950802453510161,"COL1A2","1278","COL1A2"
"ENSG00000177570",466.420526761386,0.566697574409942,0.672646834427772,0.000163478956324014,0.0961128044395927,"SAMD12","401474","SAMD12"
"ENSG00000019169",33.3898436233452,0.579096304661417,0.703556703984226,0.000174813912408719,0.100800391339674,"MARCO","8685","MARCO"
"ENSG00000212443",245.546027748806,0.766280964023781,0.998316343665553,0.000182144437757732,0.103045638145808,"SNORA53","677832","SNORA53"
"ENSG00000166147",9220.27307550057,0.557563905641284,0.726507762699101,0.000207673851776229,0.115312829104786,"FBN1","2200","FBN1"
"ENSG00000113140",25008.5402042525,0.449064955087811,0.613733808984145,0.000223362032644238,0.121169622397445,"SPARC","6678","SPARC"
"ENSG00000185513",394.122298978695,-0.375032699923131,0.530292457074704,0.000226303990603553,0.121169622397445,"L3MBTL1","26013","L3MBTL1"
"ENSG00000151838",6.79265133534464,0.648642955878384,0.967911283968753,0.000247171958420737,0.127779379332541,"CCDC175","729665","CCDC175"
"ENSG00000242781",5.17968221961904,0.37575983111573,1.00780975707124,0.000244097481948582,0.127779379332541,"LINC02050","105377175","LINC02050"
"ENSG00000248928",16.9435155682833,-0.543519171175336,1.09338234734786,0.000256375438079208,0.130290866701135,NA,NA,"ENSG00000248928"
"ENSG00000170396",8.32220170095346,0.462371879793192,0.67389609119179,0.000268805900021815,0.134331268437569,"ZNF804A","91752","ZNF804A"
"ENSG00000107249",272.21472977972,0.399576686258795,0.601473975177952,0.000281612212177809,0.138423943769499,"GLIS3","169792","GLIS3"
"ENSG00000087245",3979.54438736682,0.399654055305297,0.61316866154509,0.000297314374456615,0.138483956208281,"MMP2","4313","MMP2"
"ENSG00000149633",102.762142073543,0.413246577447645,0.634479044784175,0.00030094428300823,0.138483956208281,"KIAA1755","85449","KIAA1755"
"ENSG00000177414",54.9965972338899,0.57372806121754,0.944526941922955,0.000304827278206594,0.138483956208281,"UBE2U","148581","UBE2U"
"ENSG00000197249",177.56251967505,0.458508791428524,0.699534577454132,0.00030141601407101,0.138483956208281,"SERPINA1","5265","SERPINA1"
"ENSG00000223350",7.66314499747283,0.436256454250857,1.02735265990147,0.000299902477487723,0.138483956208281,"IGLV9-49","28773","IGLV9-49"
"ENSG00000249790",12.060191970122,0.56050151375502,0.948750060177641,0.000317659186238663,0.142159597614628,NA,NA,"ENSG00000249790"
"ENSG00000137573",1300.13423765009,0.526622471854843,0.854744745498242,0.000327357902481131,0.142253613739047,"SULF1","23213","SULF1"
"ENSG00000147614",18.0053424369986,0.527608309184725,0.855181977771552,0.000326336220331891,0.142253613739047,"ATP6V0D2","245972","ATP6V0D2"
"ENSG00000263563",13.0267730227497,0.530277102074198,0.882848865435889,0.000335294072298081,0.143620820911224,NA,NA,"ENSG00000263563"
"ENSG00000165621",39.7982836463114,0.41469625927371,0.684437187295072,0.000362797046730686,0.153154230796405,"OXGR1","27199","OXGR1"
"ENSG00000228203",19.1372773194859,0.285162220385729,0.496281910724203,0.000372173844849176,0.153154230796405,"GRASLND","386597","GRASLND"
"ENSG00000252942",7.35735847852132,0.256004973515746,0.456750027039955,0.000377982026378534,0.153154230796405,"RNA5SP290","100873543","RNA5SP290"
"ENSG00000256721",26.2228385962873,0.303494989010385,0.524477734790705,0.000376311071771226,0.153154230796405,NA,NA,"ENSG00000256721"
"ENSG00000157613",107.231320855142,0.359818259405677,0.614536068102322,0.00038792740557852,0.155088204384885,"CREB3L1","90993","CREB3L1"
"ENSG00000101115",47.4031116539958,0.345078012082602,0.611792176683259,0.000424855019431357,0.15958353286493,"SALL4","57167","SALL4"
"ENSG00000171401",113.277037013561,-0.459091750984657,0.887282165783365,0.00043110546164819,0.15958353286493,"KRT13","3860","KRT13"
"ENSG00000228933",33.0451154750844,0.379164500405546,0.941073287547943,0.000427253298850478,0.15958353286493,NA,NA,"ENSG00000228933"
"ENSG00000229235",33.8117986018665,-0.271096974341125,0.491405741609823,0.00041188068932898,0.15958353286493,"RPL37P18","100271342","RPL37P18"
"ENSG00000243742",25.8100200258306,0.376606037002066,0.659083253580899,0.000416131845269635,0.15958353286493,"RPLP0P2","113157","RPLP0P2"
"ENSG00000253414",9.06000822585005,0.351312343967474,0.618135010594038,0.00041792109741109,0.15958353286493,"LINC01605","100507420","LINC01605"
"ENSG00000229375",41.6976846370965,0.294651473318167,0.877765051649995,0.000443849220900713,0.162297256579109,"USP24P1","100874248","USP24P1"
"ENSG00000236724",5.27396714099822,0.354183700543904,0.641838777023017,0.000451360418123854,0.163055310566574,NA,NA,"ENSG00000236724"
"ENSG00000139329",6105.54832129339,0.359409743010933,0.657916223391811,0.000462860748616446,0.165219246268042,"LUM","4060","LUM"
"ENSG00000160505",6.30414761244191,0.412739473925973,0.90292076236404,0.000482844446503329,0.165415688843143,"NLRP4","147945","NLRP4"
"ENSG00000170624",792.323580763046,0.234336767098335,0.458646505429536,0.000485478275686919,0.165415688843143,"SGCD","6444","SGCD"
"ENSG00000189196",21.0372856454764,-0.420686000801399,0.906879960079143,0.000472260488449724,0.165415688843143,"LINC00994","100287879","LINC00994"
"ENSG00000203756",10.9518331158197,0.418735467547616,0.802234594046948,0.00047556241141856,0.165415688843143,"TMEM244","253582","TMEM244"
"ENSG00000150337",41.2874417806628,0.350605406094832,0.659239593060723,0.000492859900482431,0.166043946697362,"FCGR1A","2209","FCGR1A"
"ENSG00000229603",6.7981296214447,0.409236487731339,0.809415654167919,0.000500154659249948,0.166629303366116,NA,NA,"ENSG00000229603"
"ENSG00000155816",13.319058904119,0.382247072827656,0.753554725157888,0.00052539473575598,0.173114678647333,"FMN2","56776","FMN2"
"ENSG00000119699",751.146672901657,0.220458903998617,0.453086946449234,0.000549635758505729,0.17491910418007,"TGFB3","7043","TGFB3"
"ENSG00000151067",562.068593352643,0.176832299988971,0.379453126941066,0.000551303706420516,0.17491910418007,"CACNA1C","775","CACNA1C"
"ENSG00000203446",24.320111368871,0.213136904280711,0.441025544505505,0.000551069245028909,0.17491910418007,"SUGCT-AS1","101928716","SUGCT-AS1"
"ENSG00000269516",12.7547482140614,-0.375122438043033,0.866068172702485,0.000554206073142565,0.17491910418007,NA,NA,"ENSG00000269516"
"ENSG00000144285",22.5942700169322,-0.34405600836921,0.870333181954337,0.00056604461322914,0.174971976114047,"SCN1A","6323","SCN1A"
"ENSG00000204262",11877.0475334504,0.242907006827114,0.495537575741525,0.000564332585092614,0.174971976114047,"COL5A2","1290","COL5A2"
"ENSG00000157399",18.5664242839734,0.252673012439661,0.533035199035321,0.000632676888105267,0.193573304213758,"ARSL","415","ARSL"
"ENSG00000140807",230.093353245028,0.147633801421156,0.34340660443542,0.000643025273842344,0.194752220312009,"NKD1","85407","NKD1"
"ENSG00000206190",323.587298782828,0.129458764253041,0.313906869307379,0.000675467428940375,0.202532153893482,"ATP10A","57194","ATP10A"
"ENSG00000221502",26.0301441597991,0.219116485772722,0.48361745949362,0.000686383068850737,0.203767425113074,"MIR1245A","100302219","MIR1245A"
"ENSG00000121440",871.991910900957,0.171853922102912,0.400813816989647,0.000721557635210689,0.212109648374091,"PDZRN3","23024","PDZRN3"
"ENSG00000138115",21.1231722992342,-0.258962833682229,0.581803431230462,0.000749333470063425,0.218136065693027,"CYP2C8","1558","CYP2C8"
"ENSG00000174837",12.5971650289839,0.26558509438847,0.602448095251683,0.000765107752464788,0.220586450479848,"ADGRE1","2015","ADGRE1"
"ENSG00000166450",146.444424281763,0.17241143157362,0.416992916726679,0.000816112474383927,0.23198275070017,"PRTG","283659","PRTG"
"ENSG00000257636",36.1798686242715,0.229071006282545,0.535792252927585,0.000820109777688702,0.23198275070017,"G2E3-AS1","105370431","G2E3-AS1"
"ENSG00000104059",23.3419842726784,0.264007042999253,0.622518924541828,0.000828522931905557,0.232172257852862,"ENTREP2","23359","ENTREP2"
"ENSG00000087303",847.834179740101,0.0932931071929734,0.259953472873707,0.000870334411329743,0.235478745160292,"NID2","22795","NID2"
"ENSG00000088882",295.006395167616,0.189705263819068,0.467359961889433,0.00090315020322284,0.235478745160292,"CPXM1","56265","CPXM1"
"ENSG00000136542",255.003845898567,0.185225005925139,0.455586346812678,0.000890688304582999,0.235478745160292,"GALNT5","11227","GALNT5"
"ENSG00000143195",29.4447373626017,0.178529280834149,0.441992193831858,0.000894747354436489,0.235478745160292,"ILDR2","387597","ILDR2"
"ENSG00000162877",913.912555685194,-0.260037206665835,0.744094185510815,0.000898868387886894,0.235478745160292,"PM20D1","148811","PM20D1"
"ENSG00000255400",14.5325251606682,0.222708677267263,0.537655916690982,0.000886359722380747,0.235478745160292,NA,NA,"ENSG00000255400"
"ENSG00000256714",7.22661401843867,0.170615212542783,0.425025605811186,0.000893259464293588,0.235478745160292,NA,NA,"ENSG00000256714"
"ENSG00000260951",40.4677910064377,0.236213288107851,0.741839573903324,0.000901802066409483,0.235478745160292,"LOC124901604","124901604","LOC124901604"
"ENSG00000166819",182.051772517265,-0.263438183943294,0.705222797615858,0.000939947877137735,0.240515800493625,"PLIN1","5346","PLIN1"
"ENSG00000224658",26.6088759619473,-0.124900586120733,0.334613661484645,0.000946533633212638,0.240515800493625,NA,NA,"ENSG00000224658"
"ENSG00000258502",8.366919751925,0.183173468744464,0.458239596241247,0.000933397233325406,0.240515800493625,"LINC02290","105370540","LINC02290"
"ENSG00000174705",2070.90687460425,0.0683976972888104,0.20935988275293,0.000955042837404908,0.240638692745788,"SH3PXD2B","285590","SH3PXD2B"
"ENSG00000130635",5297.08461220692,0.162378829877111,0.423442062491854,0.00100887540765575,0.250000993579752,"COL5A1","1289","COL5A1"
"ENSG00000236841",17.615041372845,0.181048088807292,0.465192012941096,0.00100587721501085,0.250000993579752,"LOC101929532","101929532","LOC101929532"
"ENSG00000205426",10.5645076351573,0.23763880996517,0.626053040658448,0.00103453745801997,0.254258779846483,"KRT81","3887","KRT81"
"ENSG00000237609",22.4755956050136,-0.182239645221905,0.477342844582275,0.00106406249036037,0.259389022040368,NA,NA,"ENSG00000237609"
"ENSG00000135919",958.400199229437,0.109823399314233,0.312836243237824,0.00107745832056077,0.260536373255598,"SERPINE2","5270","SERPINE2"
"ENSG00000126217",881.843843488671,-0.0721802356053442,0.225423911287857,0.0010865519749098,0.260633395325564,"MCF2L","23263","MCF2L"
"ENSG00000162078",141.888850766634,-0.204476046208945,0.54305524803847,0.00110933691550433,0.263986968845094,"ZG16B","124220","ZG16B"
"ENSG00000078053",85.1911909702555,0.159506700872881,0.43228529232237,0.00112768732344469,0.266240761465872,"AMPH","273","AMPH"
"ENSG00000092969",487.816282871291,0.101755063575828,0.30477934235929,0.00122447305983689,0.275797121507661,"TGFB2","7042","TGFB2"
"ENSG00000106025",659.745861706934,-0.214557490652223,0.607301065790232,0.00120509372252733,0.275797121507661,"TSPAN12","23554","TSPAN12"
"ENSG00000106819",1742.37402833577,0.192116725038302,0.527038322154202,0.00119862848026644,0.275797121507661,"ASPN","54829","ASPN"
"ENSG00000124225",1824.55867677885,0.12524565272866,0.361749262717156,0.0012325511700249,0.275797121507661,"PMEPA1","56937","PMEPA1"
"ENSG00000157227",4248.24541199068,0.090428632749842,0.277448429141127,0.00122537579527142,0.275797121507661,"MMP14","4323","MMP14"
"ENSG00000162745",433.300175358793,0.171368596996078,0.474510291386893,0.00122191979820372,0.275797121507661,"OLFML2B","25903","OLFML2B"
"ENSG00000256733",6.60629579606092,0.12921082954372,0.366464539346382,0.00117986392735647,0.275797121507661,NA,NA,"ENSG00000256733"
"ENSG00000213659",31.4925845289103,0.13500807420653,0.386463574972933,0.00124496301120078,0.276510895761809,"RSU1P3","100419964","RSU1P3"
"ENSG00000144810",419.787166460551,0.19373177098465,0.549417093542397,0.00127784769140043,0.281727832198165,"COL8A1","1295","COL8A1"
"ENSG00000106333",397.965655228476,0.134648945601549,0.391151228036404,0.00130340399764088,0.283119289904342,"PCOLCE","5118","PCOLCE"
"ENSG00000111799",14220.2364396836,0.120440067811118,0.357507501296345,0.00132192838135699,0.283119289904342,"COL12A1","1303","COL12A1"
"ENSG00000159307",73.115277238637,-0.206506042333899,0.618387151312423,0.00129721979187392,0.283119289904342,"SCUBE1","80274","SCUBE1"
"ENSG00000221852",7.56873076269634,0.18031354757371,0.648976452666495,0.00131619057489415,0.283119289904342,"KRTAP1-5","83895","KRTAP1-5"
"ENSG00000147606",227.598587290303,0.175769284832694,0.505639428292487,0.00134217580655498,0.28541701690599,"SLC26A7","115111","SLC26A7"
"ENSG00000123500",650.073173843224,0.113903464921116,0.344893574008039,0.00136976919552978,0.288589001444869,"COL10A1","1300","COL10A1"
"ENSG00000261327",8.57642917016404,0.191502396451391,0.568271503029187,0.00137634162241917,0.288589001444869,NA,NA,"ENSG00000261327"
"ENSG00000215296",2.52971181013201,-0.134322391004544,0.593066713319444,0.00139919258962827,0.290447106744298,NA,NA,"ENSG00000215296"
"ENSG00000220884",29.8425614823008,0.0930356456876543,0.294459740520274,0.00140457679021889,0.290447106744298,NA,NA,"ENSG00000220884"
"ENSG00000197847",58.121796480502,-0.086173461502429,0.277518047724132,0.00141596760024605,0.290797072094366,"SLC22A20P","440044","SLC22A20P"
"ENSG00000163618",106.192506430514,0.0985112231591927,0.311880340593856,0.00146217473672368,0.298243859223965,"CADPS","8618","CADPS"
"ENSG00000168334",19.8701966163647,0.185432607791507,0.590473061297668,0.00149461461470253,0.300768621525105,"XIRP1","165904","XIRP1"
"ENSG00000229781",7.97713767173382,0.102184059187566,0.322779501573947,0.00148492988986405,0.300768621525105,"RRN3P4","100129955","RRN3P4"
"ENSG00000169495",9.24074283974347,0.110573394594621,0.346052914782849,0.00150635470694576,0.301110263553744,"HTRA4","203100","HTRA4"
"ENSG00000205359",12.4304078731936,0.173427599499534,0.618135012540289,0.00151907122828263,0.301641269594877,"SLCO6A1","133482","SLCO6A1"
"ENSG00000260075",20.5343435389224,-0.177092314061434,0.60886496199524,0.00154664023714055,0.305095137305409,"LRRC37A2","474170","LRRC37A2"
"ENSG00000206356",13.3363804184417,-0.175470223596183,0.578426961811931,0.00160711425297551,0.314952377524299,"LOC100652833","100652833","LOC100652833"
"ENSG00000104321",81.4262101857422,0.0691913454426149,0.243122374293815,0.00166165918435761,0.316293017866033,"TRPA1","8989","TRPA1"
"ENSG00000125869",137.243332668821,0.152892093344927,0.488646240813014,0.00170926181255369,0.316293017866033,"LAMP5","24141","LAMP5"
"ENSG00000152894",3168.90956079436,0.0355446778546995,0.145422020058805,0.00169668187178617,0.316293017866033,"PTPRK","5796","PTPRK"
"ENSG00000179846",158.616071957794,-0.129299546588747,0.414066295450703,0.00171924798547737,0.316293017866033,"NKPD1","284353","NKPD1"
"ENSG00000180264",15.3131199627454,-0.163541402515817,0.585024883435722,0.0017194424330364,0.316293017866033,"ADGRD2","347088","ADGRD2"
"ENSG00000187720",1414.01355299948,-0.0695531339158188,0.245780802654829,0.0017051139953265,0.316293017866033,"THSD4","79875","THSD4"
"ENSG00000197882",26.4794065848342,0.110269044522202,0.357628029380218,0.00169137353600045,0.316293017866033,NA,NA,"ENSG00000197882"
"ENSG00000213901",97.9048063863148,-0.0458807013664957,0.176838782639168,0.00168347405556636,0.316293017866033,"SLC23A3","151295","SLC23A3"
"ENSG00000231424",18.9154342151487,0.08268984210889,0.281479018527221,0.00168647737243052,0.316293017866033,NA,NA,"ENSG00000231424"
"ENSG00000256025",58.4071365515872,0.0767647423694213,0.265118565967786,0.00168616419215133,0.316293017866033,"CACNA1C-AS4","100874234","CACNA1C-AS4"
"ENSG00000154096",536.104322370417,0.109335106644842,0.360014736425534,0.00176843635450935,0.322711156395295,"THY1","7070","THY1"
"ENSG00000159763",168.591407743103,0.155227917057872,0.582845974460021,0.0017758584846993,0.322711156395295,"PIP","5304","PIP"
"ENSG00000168350",178.181484806091,-0.160422792015384,0.548440441093532,0.00180011576541809,0.323201623414945,"DEGS2","123099","DEGS2"
"ENSG00000178372",3570.13206390641,-0.158931981267073,0.574753409834345,0.00179270013901463,0.323201623414945,"CALML5","51806","CALML5"
"ENSG00000238178",4.00737161679148,0.119413046796303,0.393079244099066,0.00182285112178563,0.32533552402155,NA,NA,"ENSG00000238178"
"ENSG00000088756",845.022859122683,0.0793027453147367,0.278959287828087,0.00184681312890149,0.327661803887469,"ARHGAP28","79822","ARHGAP28"
"ENSG00000131941",87.2460540352319,0.114246689209141,0.381501347677719,0.00187634880447525,0.330943779725799,"RHPN2","85415","RHPN2"
"ENSG00000060709",233.307410936636,0.0765525584483496,0.273974729316655,0.00191968056500815,0.334649430588398,"RIMBP2","23504","RIMBP2"
"ENSG00000180537",32.1963448900739,0.112248033857921,0.378268830201506,0.00191713904780926,0.334649430588398,"RNF182","221687","RNF182"
"ENSG00000261752",4.99557076454662,-0.107747240455772,0.528574841073301,0.00194418470672509,0.336962047667313,"AGGF1P8","100128804","AGGF1P8"
"ENSG00000002745",448.87527520012,-0.145979423215722,0.509835959143153,0.00199380094265403,0.339134352668829,"WNT16","51384","WNT16"
"ENSG00000178789",15.7296400959364,0.108767966920308,0.371882139672829,0.00198134157999131,0.339134352668829,"CD300LB","124599","CD300LB"
"ENSG00000232517",3.86224502365547,0.0964689638136405,0.336486031306521,0.0020107820281864,0.339134352668829,"CSPG4BP","727930","CSPG4BP"
"ENSG00000241294",50.529022408665,0.115688498624497,0.53894452020269,0.00199461238477965,0.339134352668829,"IGKV2-24","28923","IGKV2-24"
"ENSG00000264424",34.2040113716493,0.120499441860876,0.411072599408541,0.00201327090365033,0.339134352668829,"MYH4","4622","MYH4"
"ENSG00000145536",44.8013382470267,0.122490515029647,0.420099248938321,0.00204280560955464,0.339175775501474,"ADAMTS16","170690","ADAMTS16"
"ENSG00000150687",2197.75238996795,0.0746249164647321,0.273975598855853,0.00207016586338372,0.339175775501474,"PRSS23","11098","PRSS23"
"ENSG00000179954",110.762399721338,0.0909357405273274,0.323879237633602,0.00209270005562209,0.339175775501474,"SSC5D","284297","SSC5D"
"ENSG00000205863",12.5466144365477,-0.121189642887379,0.418617819857352,0.00207817010307474,0.339175775501474,"C1QTNF9B","387911","C1QTNF9B"
"ENSG00000231407",27.7014019166328,0.0977968557304015,0.342605056215975,0.00205156857043179,0.339175775501474,NA,NA,"ENSG00000231407"
"ENSG00000260135",9.51355326968225,0.0894109258950302,0.318943132333139,0.00208558800021785,0.339175775501474,NA,NA,"ENSG00000260135"
"ENSG00000268751",16.4973103118322,0.143829817255559,0.541922643152133,0.00205936116175127,0.339175775501474,NA,NA,"ENSG00000268751"
"ENSG00000260368",75.464807662962,-0.116247358190439,0.403982436723409,0.00210403213539737,0.339179029826639,NA,NA,"ENSG00000260368"
"ENSG00000141756",595.890527465837,0.0800446047266651,0.29368094261222,0.00215896691932309,0.346038767999504,"FKBP10","60681","FKBP10"
"ENSG00000178772",3.63119800689385,0.128124025301507,0.452850079172225,0.00216966676840671,0.346038767999504,"CPN2","1370","CPN2"
"ENSG00000248236",15.2048730309005,-0.120990194017123,0.535441537205765,0.00218948563351076,0.347352048863421,NA,NA,"ENSG00000248236"
"ENSG00000189316",13.9349280968028,-0.109447744803154,0.388667654631924,0.00220971577708261,0.34871640978971,"LOC441239","441239","LOC441239"
"ENSG00000006788",26.398652691143,0.11265757716557,0.40108905374971,0.00223211271950469,0.35040663760015,"MYH13","8735","MYH13"
"ENSG00000198246",79.9799136407048,0.0382555982966977,0.164740190318088,0.00224709023540943,0.350920591763106,"SLC29A3","55315","SLC29A3"
"ENSG00000260029",36.8662486591923,0.0437140008326549,0.183302326494652,0.00227068925608844,0.352768635515833,NA,NA,"ENSG00000260029"
"ENSG00000227658",11.143820264922,0.0667178555354141,0.257290418618608,0.00229549177348593,0.352964232493344,NA,NA,"ENSG00000227658"
"ENSG00000229051",9.62259217857482,0.133156229632477,0.517105642339355,0.00228621700298779,0.352964232493344,"LINC01788","101927244","LINC01788"
"ENSG00000173805",118.59209185678,0.0807844487629862,0.304452753863776,0.00237873741742356,0.361470180554572,"HAP1","9001","HAP1"
"ENSG00000235531",105.021819178872,0.0466108651044005,0.194985454779118,0.00237663703945747,0.361470180554572,"MSC-AS1","100132891","MSC-AS1"
"ENSG00000265646",23.7097691555771,0.118658148631392,0.521442722597365,0.00238697624565786,0.361470180554572,"TUFMP1","645668","TUFMP1"
"ENSG00000249584",5.20421818112614,0.123161439552308,0.460267859430668,0.00241512555742907,0.363332408096817,"LINC02225","101928539","LINC02225"
"ENSG00000255203",32.0671409561118,0.0825703654106562,0.311907501315023,0.00242350859189446,0.363332408096817,"OR7E2P","8587","OR7E2P"
